month,deposits,aver_inc,population,manprop,billboard,numofbank
11,154,4543,13180,50,0,17
11,0,3914,14979,46,0,5
12,93,4401,7960,57,0,15
10,0,5364,16871,49,0,16
12,183,4965,5009,41,0,7
9,314,3912,8935,59,0,18
7,287,5050,18320,60,0,15
12,281,3517,10933,49,0,19
11,634,3572,17069,44,0,16
11,137,4588,7054,55,0,19
7,215,5227,17476,56,0,17
9,0,5203,6214,59,0,10
7,254,5442,9715,48,0,8
7,124,4894,9553,58,0,7
12,0,4616,14914,60,0,13
11,268,5442,18079,44,0,11
11,286,4677,16877,47,0,9
8,229,4865,5605,45,0,18
10,267,3791,17578,49,0,12
11,374,5029,19303,48,0,11
11,336,5163,9357,45,0,13
11,135,4024,15600,57,0,15
12,132,4699,13797,40,0,19
7,144,4256,17555,60,0,10
12,178,4818,5222,40,0,8
12,196,4564,7046,46,0,6
9,186,5491,17663,51,0,11
7,288,4083,15336,54,0,11
7,0,4592,19102,55,0,11
11,168,4522,10115,60,0,8
10,244,4979,16786,40,0,20
12,264,4938,7993,50,0,16
11,125,3545,6774,42,0,15
8,175,5282,5282,50,0,6
9,184,4468,15201,53,0,13
8,298,4963,10214,47,0,9
9,475,4800,6971,60,0,7
10,277,5018,15241,45,0,5
9,270,5243,18445,45,0,12
10,378,5073,16149,57,0,13
8,137,3942,12136,42,0,14
9,208,4129,16340,47,0,10
7,218,5437,15476,50,0,12
12,363,4717,12837,58,0,14
7,254,4090,11995,51,0,10
8,179,4163,6867,49,0,5
9,174,4404,16165,58,0,15
12,255,3813,13536,42,0,17
12,219,4015,19719,50,0,19
8,242,3620,12424,41,0,18
9,167,4561,12109,45,0,16
12,254,4691,11331,54,0,13
8,177,3537,10050,52,0,12
12,258,4619,9236,47,0,9
10,144,4760,12934,40,0,20
12,178,5167,9111,44,0,8
12,173,5055,18179,43,0,7
8,0,4617,11410,58,0,14
11,325,5438,11056,51,0,19
12,252,4278,12223,42,0,8
11,396,3647,19596,46,0,12
7,194,5031,14998,40,0,16
8,207,4289,15940,58,0,10
12,150,5141,9986,54,0,18
9,260,5031,19112,55,0,5
11,431,4402,9895,49,0,19
10,195,5273,6573,52,0,20
10,289,4903,16036,52,0,18
7,251,4434,19787,42,0,19
7,236,3792,17564,59,0,14
9,124,3541,15319,57,0,18
11,178,4094,8644,50,0,7
12,295,4361,17943,51,0,8
11,139,5379,5396,43,0,8
12,0,5423,9951,59,0,9
9,242,3669,19886,49,0,7
7,282,5360,8134,43,0,5
9,290,3582,8167,44,0,13
8,389,4648,9174,51,0,15
12,239,3889,6799,57,0,13
11,280,4316,6533,58,0,7
12,0,4134,7455,46,0,15
12,418,3899,14854,41,0,7
8,292,4299,19970,60,0,15
11,255,4277,15127,56,0,16
7,245,5479,16617,56,0,9
11,213,4474,14021,46,0,14
12,220,4492,6390,48,0,11
9,225,5228,10572,41,0,6
7,187,5341,18973,60,0,6
11,199,5465,15902,60,0,18
7,264,5452,14322,50,0,12
10,256,3723,7790,53,0,18
12,242,5399,6731,55,0,5
8,257,5396,16503,44,0,11
8,225,5306,18299,55,0,10
12,0,4157,5317,51,0,12
7,223,4000,16911,52,0,7
11,132,4755,17505,47,0,18
10,167,3968,14426,40,0,14
10,120,4933,15899,54,0,7
8,284,3717,10120,42,0,16
8,262,4475,12628,58,0,6
11,453,3607,8148,60,0,9
11,189,4015,5205,51,0,11
9,437,5437,18781,54,0,17
7,352,4537,19850,52,0,11
12,288,5260,15181,45,0,5
12,261,3570,12061,44,0,10
7,0,4000,5722,58,0,20
10,318,4444,9787,57,0,12
12,0,4606,16634,59,0,8
11,134,5166,17926,48,0,9
12,199,5469,16003,60,0,10
10,425,3695,10318,51,0,8
12,235,3584,6019,44,0,14
11,203,4006,8782,47,0,16
8,0,4474,17711,51,0,14
8,195,5047,7658,58,0,15
10,274,4624,12049,58,0,10
7,0,5011,19319,41,0,11
10,0,3738,7730,50,0,12
10,193,4863,15965,59,0,14
7,196,4952,18160,42,0,10
12,265,4037,9916,58,0,8
12,168,3981,17066,52,0,7
11,284,4989,13778,54,0,19
12,369,3566,15944,51,0,5
10,256,5140,10701,54,0,9
7,354,3819,5485,47,0,20
10,223,5427,14266,40,0,7
11,325,4498,11214,40,0,14
10,0,3549,15704,47,0,5
9,228,3889,10802,46,0,10
7,240,3681,5064,44,0,20
9,242,4166,16067,42,0,13
10,183,3878,14663,48,0,7
10,183,5286,11201,43,0,11
11,179,4722,7834,43,0,10
8,313,3574,18205,46,0,20
11,225,4507,15342,60,0,7
12,140,5377,12995,59,0,11
7,304,3785,17917,59,0,5
9,349,4492,7763,52,0,6
7,172,5350,13069,49,0,18
7,170,4272,19164,51,0,13
12,124,4523,5987,60,0,13
10,234,5476,10125,47,0,10
12,116,5301,18286,52,0,5
11,436,3941,17885,58,0,13
10,154,5168,19462,58,0,16
8,204,4081,15373,47,0,6
8,180,4209,18501,56,0,9
11,238,4691,12815,51,0,7
11,134,3542,17453,49,0,7
7,0,4660,13504,58,0,9
8,243,4964,5215,45,0,10
8,305,4856,19350,50,0,9
11,299,3555,7189,51,0,11
10,214,3808,19058,44,0,18
9,246,4883,5487,47,0,8
10,164,4902,10554,40,0,9
11,399,4321,17994,46,0,20
10,129,5186,18329,50,0,9
7,276,5134,9479,40,0,16
8,271,4272,7085,57,0,6
12,301,5121,5980,44,0,16
9,231,3647,5007,43,0,19
12,0,4053,10913,58,0,14
7,354,3683,16846,42,0,19
10,227,4913,11814,51,0,12
9,346,4945,18355,60,0,20
10,331,4392,7035,41,0,13
9,307,4087,17275,50,0,12
7,188,4486,10432,46,0,11
9,234,3843,18773,40,0,18
9,204,3706,9411,47,0,15
11,396,3840,10497,48,0,8
12,0,5311,19031,57,0,8
10,285,4126,6237,47,0,20
9,276,4141,7697,59,0,8
12,179,5071,7802,43,0,8
8,423,4442,16601,40,0,8
11,260,5141,7126,44,0,9
7,0,5196,14464,58,0,14
10,258,5338,10905,53,0,16
9,206,4378,15975,42,0,11
10,131,3661,11797,60,0,9
10,343,5174,18383,56,0,19
11,162,4821,13585,46,0,10
9,226,4211,13124,42,0,14
9,280,4751,8455,48,0,12
9,161,3536,7397,54,0,18
10,288,4557,19367,56,0,13
7,250,4393,13727,45,0,14
9,356,4892,7576,54,0,7
8,178,5326,12329,50,0,7
10,398,4573,12761,40,0,17
9,249,3646,18679,42,0,13
12,384,4475,17208,47,0,9
10,0,4819,18796,51,0,20
11,288,4483,19643,56,0,14
10,334,5276,15821,54,0,20
11,280,4847,11733,59,0,5
11,120,4407,13224,58,0,19
11,159,5433,13278,60,0,7
9,146,5378,10351,45,0,14
9,163,3621,19561,55,0,10
10,0,5355,9417,48,0,10
11,176,3570,5311,41,0,15
8,328,3635,9289,55,0,13
12,214,4818,12642,44,0,12
7,181,4177,19119,50,0,14
12,344,4294,16315,57,0,8
12,201,4398,13033,47,0,9
10,245,4819,18540,58,0,18
8,118,4182,16003,59,0,14
12,214,4653,6961,49,0,5
11,189,5250,7234,58,0,11
8,255,5381,13321,59,0,16
9,209,5280,6625,55,0,6
10,148,5383,12910,59,0,18
9,169,5476,6149,47,0,14
8,217,3821,19785,41,0,7
10,286,3699,11462,52,0,11
10,0,4226,15730,56,0,7
9,157,4713,14077,55,0,9
7,143,4149,7288,42,0,14
12,286,4307,11839,59,0,15
10,298,5015,14909,40,0,18
7,0,5036,8318,55,0,6
11,258,5090,11956,40,0,14
11,193,4702,16444,58,0,16
11,245,5252,16136,58,0,16
10,272,4423,11341,43,0,10
10,0,3745,15531,49,0,8
12,0,4578,5767,43,0,5
9,222,3959,15900,47,0,7
9,0,5136,16595,43,0,6
8,180,5414,6695,41,0,14
10,237,4931,18930,44,0,7
8,188,5343,16464,41,0,16
7,318,4233,13313,44,0,18
10,239,4810,7599,51,0,16
10,293,4020,17139,54,0,10
7,0,4202,17913,43,0,18
11,288,5166,17590,48,0,14
11,237,3593,8164,54,0,6
9,114,3628,8132,46,0,16
8,224,4586,11999,55,0,13
8,238,3926,10389,54,0,20
9,173,4129,14597,40,0,16
11,160,4455,5338,59,0,20
11,236,4101,11859,50,0,6
10,87,5151,17273,57,0,9
10,172,5110,18487,51,0,18
9,251,3581,9077,46,0,16
11,0,4996,7148,42,0,12
7,214,4238,13113,40,0,19
7,296,5324,16757,54,0,20
12,327,5022,15819,60,0,6
12,347,4229,12257,57,0,17
11,323,4285,18103,60,0,20
12,133,4369,13395,47,0,20
7,298,3568,9511,57,0,14
8,136,5061,9051,40,0,6
12,235,4270,15924,46,0,9
11,251,4507,13752,56,0,20
11,0,4747,13036,43,0,10
10,113,4983,8759,54,0,10
11,142,4975,11434,54,0,8
10,149,5442,18126,52,0,17
9,189,4075,16857,55,0,9
10,185,4603,14960,41,0,20
7,221,3624,12389,44,0,12
11,228,4704,6638,45,0,12
8,162,4979,18882,51,0,15
12,208,3626,14798,49,0,6
12,106,4431,5527,56,0,8
7,238,4674,12350,45,0,15
10,289,3602,6380,55,0,15
8,369,5353,8518,46,0,10
8,178,4051,18837,55,0,11
11,248,4251,17757,58,0,18
10,148,5447,9443,55,0,13
10,265,5273,17890,41,0,14
9,257,4114,13025,46,0,20
8,0,5211,7981,41,0,15
7,206,4519,11130,45,0,9
8,245,4909,9026,44,0,8
7,246,4510,16280,51,0,15
8,226,5320,16788,45,0,6
12,445,5121,19621,46,0,17
11,327,4139,10215,47,0,17
7,298,3685,16452,41,0,9
7,0,4669,11005,56,0,19
9,236,4164,15749,52,0,15
11,190,5412,19939,54,0,14
8,224,5401,7100,54,0,14
10,196,4024,8578,53,0,11
11,236,5044,12441,53,0,8
12,0,5293,6052,40,0,17
7,161,4592,19661,51,0,13
9,299,4565,10328,43,0,5
8,244,5454,8352,52,0,19
12,320,4042,6023,51,0,5
12,0,5205,12759,52,0,11
8,180,5389,9783,52,0,13
7,152,5243,14043,42,0,16
10,318,5225,19670,42,0,9
12,173,5152,5657,41,0,9
9,199,4102,17340,55,0,7
9,337,4923,13597,40,0,7
10,472,5446,17645,51,0,13
8,305,4938,9242,40,0,12
10,236,4702,9243,52,0,18
12,274,5057,9210,52,0,7
12,291,3992,5487,54,0,14
9,250,5281,14133,52,0,11
10,355,4091,6687,50,0,17
12,346,4786,8233,45,0,20
9,276,4350,12736,51,0,13
12,226,3583,5000,44,0,9
9,264,4276,11618,50,0,20
8,283,4588,16140,51,0,6
7,350,4583,5010,42,0,13
8,0,4945,17463,56,0,20
10,0,4119,10158,47,0,6
8,170,4937,17351,45,0,13
10,95,3995,10968,47,0,19
9,219,5379,6135,55,0,15
10,0,5438,14767,47,0,8
11,218,3655,19149,49,0,14
9,213,4876,15443,49,0,8
11,268,3985,18791,60,0,15
11,238,3972,11975,54,0,12
12,337,4077,13690,41,0,7
9,214,4962,19240,58,0,15
12,387,4985,9428,48,0,5
12,304,4129,10040,58,0,18
12,263,4218,10620,53,0,20
7,298,5352,5529,46,0,11
8,315,5136,7455,47,0,15
12,282,4581,18516,47,0,19
7,0,4478,14952,53,0,13
9,311,4564,19661,53,0,18
10,0,5035,6234,41,0,14
7,207,4083,19846,55,0,15
11,187,4570,8739,59,0,15
7,119,3739,17319,53,0,20
10,0,4283,12062,56,0,8
11,276,5350,9683,57,0,6
11,221,4914,14492,56,0,13
12,464,4208,13275,52,0,14
9,166,4714,19714,45,0,10
10,170,4170,18679,48,0,6
12,249,4163,8372,54,0,13
9,215,5124,13241,45,0,16
12,278,4379,11817,46,0,16
9,152,4179,6025,50,0,11
11,137,5158,5197,49,0,11
8,166,4418,10972,55,0,6
12,150,3967,13938,60,0,18
12,251,3923,19193,51,0,9
11,181,5372,13722,44,0,15
7,0,5089,9608,44,0,6
8,212,3620,17087,55,0,18
10,244,4552,18682,47,0,11
7,386,5395,15118,56,0,14
11,252,5448,7681,51,0,20
10,314,5432,6231,48,0,20
9,0,5343,13867,58,0,12
10,200,5133,14449,51,0,19
11,315,5009,18172,48,0,8
10,0,4413,5204,44,0,20
7,196,4787,7051,49,0,19
12,178,5163,16542,60,0,10
10,0,4407,18960,44,0,14
12,209,4169,17683,59,0,16
12,173,5357,8125,56,0,11
7,478,5264,8923,54,0,10
11,225,5133,14543,48,0,16
11,264,4350,12733,54,0,18
11,197,3707,5776,45,0,15
11,288,3886,6067,52,0,8
7,377,4724,12753,49,0,14
8,177,4919,16756,55,0,14
12,313,4001,11964,41,0,18
9,284,3840,19942,57,0,7
12,261,3700,6456,50,0,9
10,232,4722,18366,54,0,12
12,0,4369,14910,40,0,6
7,387,4639,17497,40,0,12
11,320,3586,6056,52,0,18
7,178,5102,8435,56,0,9
9,241,5383,8829,45,0,5
8,263,4617,5859,45,0,18
9,188,5388,12103,43,0,5
8,211,4186,17358,53,0,14
12,192,5101,16125,49,0,12
7,131,3901,17659,53,0,13
12,0,3883,5032,40,0,6
7,206,3523,14080,53,0,17
8,177,4437,6391,52,0,18
9,311,4928,17308,52,0,18
8,182,4148,18751,42,0,17
9,0,4828,16887,60,0,11
11,216,5191,11448,48,0,17
12,310,5076,19562,57,0,15
8,202,4954,18188,48,0,7
11,135,4950,10502,43,0,17
7,242,4909,17968,59,0,19
12,219,4208,17421,41,0,17
9,167,5152,13610,52,0,6
7,156,4869,12814,44,0,16
7,218,3957,16876,56,0,8
8,412,4992,5354,59,0,9
7,182,3893,9312,51,0,14
12,254,4568,17985,51,0,14
7,160,4157,14947,41,0,20
11,334,3509,12969,55,0,18
10,0,4502,16366,45,0,18
8,190,5454,17221,55,0,10
10,0,3978,18994,47,0,14
9,275,4896,9008,42,0,20
10,368,5249,10382,53,0,16
11,111,3826,10468,46,0,18
12,129,3870,15112,41,0,20
12,285,5252,9793,60,0,18
7,221,3815,19691,42,0,16
12,465,4046,19187,58,0,9
9,346,3705,6864,58,0,8
11,107,4365,12714,47,0,9
7,0,5280,19403,40,0,10
7,292,4490,7916,43,0,13
8,194,4288,15545,45,0,11
7,0,4604,13630,40,0,9
12,230,5062,7353,53,0,12
11,382,3752,9347,40,0,7
12,183,5368,15000,43,0,6
12,261,5250,5607,55,0,6
7,0,3884,7669,55,0,16
9,344,4469,16556,53,0,18
11,234,3585,14609,51,0,16
9,275,5288,12443,55,0,17
12,286,3847,19693,56,0,8
10,194,5448,19429,60,0,9
10,115,4312,19589,48,0,7
12,0,4437,19688,41,0,12
12,0,5398,13415,42,0,18
8,0,5040,19170,40,0,12
10,135,4351,9393,55,0,7
9,285,4083,13752,48,0,20
9,285,4227,12654,44,0,11
11,379,3645,17239,54,0,5
11,200,4370,6949,58,0,14
12,177,5481,7987,43,0,18
8,371,3756,9171,41,0,9
12,162,5013,19794,44,0,9
12,238,4093,14271,53,0,10
8,188,4181,6841,53,0,8
10,0,3578,16019,53,0,17
7,387,4971,13006,49,0,12
10,294,5226,18893,43,0,18
11,235,5014,15953,59,0,9
8,135,3614,19905,44,0,17
10,239,5012,19781,40,0,16
9,217,3854,5565,47,0,17
10,245,4827,15415,41,0,16
8,277,4112,12268,42,0,13
7,198,3554,19965,48,0,9
11,261,5332,12927,54,0,5
10,239,3888,11757,48,0,12
7,265,4204,16759,57,0,14
9,247,4047,5923,42,0,15
8,176,3988,14019,55,0,10
12,254,4832,6694,54,0,8
8,189,4230,10511,52,0,20
12,163,3679,14258,56,0,18
9,249,4563,14239,52,0,5
8,240,5333,15697,52,0,20
9,222,5262,12205,55,0,19
10,196,4271,10744,56,0,6
7,153,3884,13396,43,0,13
8,192,4478,11422,50,0,17
9,0,3954,9102,47,0,14
12,384,4245,10535,58,0,12
7,260,4869,17702,48,0,17
12,249,5225,18578,51,0,5
11,323,3976,9058,50,0,20
12,247,4964,18862,54,0,18
9,224,4529,17292,40,0,15
12,303,4855,18610,56,0,8
9,200,3715,16681,59,0,7
8,297,5228,13716,42,0,19
10,189,5390,13802,45,0,8
10,190,4941,18031,42,0,20
10,269,4678,6137,46,0,10
8,241,4368,17204,56,0,18
10,128,5364,9741,52,0,10
9,252,3680,14045,51,0,13
10,207,3887,11213,59,0,20
10,214,4612,10725,60,0,12
9,173,5261,7279,50,0,11
11,262,5424,17956,60,0,15
7,162,3833,9205,50,0,13
11,114,4866,19885,49,0,7
10,197,3999,10365,41,0,19
10,0,3861,17888,58,0,6
12,233,4805,17765,60,0,7
12,0,4789,5617,46,0,16
10,117,4409,6297,40,0,16
11,304,4645,19430,53,0,9
7,83,3610,8950,42,0,6
7,405,4810,19094,45,0,10
10,272,5090,8234,58,0,11
8,164,4987,11997,47,0,10
11,173,4377,16151,51,0,8
10,214,4274,5847,50,0,7
7,0,5220,8251,50,0,20
12,191,4765,6217,43,0,11
8,227,3525,12125,45,0,15
10,186,4601,5965,53,0,5
8,263,5101,17092,49,0,11
12,0,4778,9022,45,0,13
11,167,4472,17005,49,0,17
8,187,5477,5210,45,0,9
7,0,4330,14709,45,0,5
12,112,4747,15594,57,0,18
7,156,3978,10031,41,0,10
11,145,5314,6769,44,0,16
9,120,3556,10040,42,0,7
7,217,4227,9688,50,0,8
11,322,5179,11777,56,0,19
8,233,5253,10000,51,0,18
10,118,3544,12472,41,0,20
11,242,3958,13413,44,0,17
7,203,4613,19021,49,0,15
9,275,4202,7488,52,0,9
7,255,3666,14533,53,0,15
7,139,4132,16184,42,0,9
12,85,4672,11273,54,0,14
8,322,3542,15916,44,0,13
9,232,4103,17885,55,0,18
9,227,4076,8453,47,0,9
10,193,4239,11903,51,0,8
10,141,5202,15366,43,0,19
7,177,3539,11904,58,0,6
11,149,5468,13272,55,0,8
9,177,5466,12079,60,0,15
7,300,5487,19743,49,0,7
10,165,3702,13676,43,0,8
9,245,3544,19998,47,0,20
8,0,4891,5140,56,0,6
7,0,4106,14847,51,0,13
12,187,4204,7146,60,0,14
11,314,5399,18718,52,0,8
11,0,4538,5253,57,0,15
10,233,4390,17654,54,0,5
7,254,4158,13152,44,0,9
8,171,4037,12509,47,0,17
9,0,5438,5724,45,0,6
12,155,3609,10764,41,0,5
7,196,4254,17287,43,0,6
10,0,4436,5929,48,0,6
10,343,5419,10120,41,0,13
7,139,5459,5435,55,0,13
12,432,4489,10802,53,0,18
11,0,3546,15711,42,0,6
9,282,3670,6496,57,0,18
10,178,4541,16821,52,0,10
9,245,5038,9901,56,0,6
10,407,3728,10470,40,0,9
12,191,4106,7116,56,0,17
11,0,4148,17607,44,0,16
8,182,4973,10426,53,0,17
9,0,4914,17036,59,0,19
9,228,5374,10843,50,0,20
7,231,4722,8218,48,0,17
8,230,4470,11726,46,0,13
11,0,4348,19565,49,0,15
8,0,4691,5458,54,0,9
9,184,4200,12713,59,0,12
10,185,4753,8559,47,0,10
12,0,3653,19172,60,0,9
10,136,4428,17128,59,0,7
8,258,4097,5702,47,0,18
9,215,3600,17426,58,0,15
10,290,3904,10667,42,0,12
11,182,4730,14937,40,0,6
9,200,5420,11463,53,0,14
9,218,4450,9876,50,0,14
7,292,5488,16100,56,0,15
10,227,5092,19953,41,0,16
12,246,4644,17234,40,0,10
8,227,5287,11455,59,0,13
12,254,3883,7088,51,0,7
7,272,4473,11796,40,0,15
8,274,5206,7874,59,0,18
7,0,4313,9411,56,0,14
10,293,3698,14217,58,0,17
12,150,5178,14404,51,0,17
10,331,4573,7157,42,0,16
12,229,4041,9294,43,0,7
10,311,5181,7423,60,0,17
9,260,3561,18084,59,0,12
10,317,4076,8842,51,0,9
9,336,3735,8508,59,0,7
10,262,5075,14767,53,0,16
12,219,4960,5063,60,0,7
8,359,4929,11161,59,0,9
10,235,5180,11301,40,0,10
7,113,4405,12162,54,0,19
8,383,4969,14426,56,0,7
10,149,3963,11548,51,0,12
8,136,5115,16242,49,0,12
12,0,5438,17377,42,0,8
12,159,3784,19053,51,0,5
12,209,5178,5303,49,0,19
10,308,4596,11344,45,0,20
12,177,4054,16587,50,0,5
8,101,4269,7975,57,0,19
10,304,5314,5081,40,0,6
8,280,5201,10426,51,0,17
7,0,4689,12954,58,0,10
8,224,4535,19377,42,0,10
7,249,3701,9029,46,0,15
10,230,4612,5703,46,0,20
9,139,5152,9693,60,0,8
12,179,5016,7480,44,0,7
12,230,5414,7476,58,0,12
8,278,4517,14045,47,0,13
7,293,3881,6997,41,0,6
11,272,5129,19589,54,0,20
12,216,4797,18989,59,0,18
7,165,3789,17487,43,0,19
12,0,4910,17895,50,0,7
12,168,5483,16136,52,0,16
11,267,4920,7652,42,0,8
8,198,3665,19007,45,0,7
8,237,4633,7206,46,0,14
11,0,4602,16081,47,0,20
7,170,4253,9322,55,0,18
12,221,3784,14142,43,0,20
8,129,4187,10359,54,0,12
7,141,3876,11749,57,0,20
12,226,3530,19843,54,0,11
11,177,3597,14981,48,0,14
11,238,4541,7349,44,0,20
8,158,3501,9415,47,0,12
8,251,3865,14638,57,0,10
8,334,4731,11260,59,0,18
9,194,4620,10940,55,0,12
12,155,4792,14320,45,0,16
11,131,4449,16311,49,0,6
10,210,4901,19186,55,0,7
10,284,5161,13054,49,0,12
9,269,4444,6625,49,0,5
7,310,3877,9099,56,0,15
8,258,4838,8857,58,0,15
10,0,4031,12240,57,0,7
12,262,4602,9392,44,0,17
7,0,4063,15653,44,0,19
7,204,5239,11185,48,0,6
9,245,3510,11409,53,0,13
9,245,5202,13610,50,0,9
7,214,5307,11286,59,0,12
9,277,4738,10167,50,0,18
11,215,4881,6465,51,0,6
8,147,4066,9885,57,0,9
8,110,3642,11884,45,0,5
9,345,5269,13010,45,0,9
10,243,3500,7175,57,0,11
7,0,5036,18700,55,0,13
12,219,5226,9728,60,0,17
8,0,5322,12238,53,0,8
9,0,4686,12872,40,0,13
12,148,4433,8733,50,0,12
9,0,5415,8391,51,0,15
11,170,4731,6294,55,0,8
10,252,3630,10602,48,0,11
12,251,4347,5875,54,0,8
11,143,5399,11688,46,0,5
8,243,4572,16713,54,0,12
10,194,5092,19925,44,0,14
12,318,4510,13234,57,0,5
12,314,5395,7440,46,0,8
11,0,4978,16974,45,0,12
9,215,5241,15411,48,0,20
11,256,4583,5935,59,0,6
11,223,3946,5097,55,0,6
11,163,4256,5088,44,0,13
9,168,5412,8209,60,0,9
8,0,4516,10634,56,0,15
8,213,3872,16749,40,0,6
11,217,4213,11353,50,0,12
8,185,4556,10669,57,0,17
9,234,5123,5875,44,0,8
12,129,3600,7451,43,0,20
7,177,4738,18710,55,0,8
11,165,4439,17674,56,0,14
7,157,4905,5666,43,0,19
7,0,3596,15679,47,0,8
12,0,3812,7098,52,0,20
11,168,4054,16830,57,0,13
11,235,4237,15841,48,0,19
8,211,3998,15073,49,0,7
10,311,4555,17649,58,0,14
8,0,4161,6245,42,0,9
10,279,4616,15807,40,0,12
11,249,5061,13187,44,0,5
11,189,5121,12313,56,0,16
9,214,4732,7503,58,0,14
12,171,4625,12946,49,0,7
9,0,4774,5428,60,0,7
9,216,5280,12620,50,0,17
10,258,4300,9005,60,0,20
9,154,5415,18646,57,0,17
12,84,3878,18708,54,0,9
8,254,3786,7449,57,0,18
9,0,5379,17877,56,0,6
11,198,4433,14945,56,0,20
10,269,3625,12554,57,0,13
11,247,5142,6634,60,0,8
11,236,5419,5873,51,0,16
8,170,5246,12245,53,0,12
7,276,4920,18808,49,0,16
9,0,5421,6066,40,0,5
7,223,4637,10003,52,0,12
9,313,4165,14307,45,0,8
9,206,4866,11784,50,0,20
9,198,3546,6852,46,0,11
11,0,4446,5614,49,0,15
7,290,4079,15885,53,0,11
10,290,4218,11339,60,0,13
9,143,4885,19431,59,0,7
9,323,4066,17599,52,0,8
8,413,4291,9083,47,0,11
8,98,3616,11592,57,0,14
8,179,4706,10121,48,0,18
10,163,4930,18649,47,0,12
7,229,4401,19093,50,0,10
10,240,5250,17902,46,0,14
9,130,3994,14326,56,0,7
8,258,3720,6111,40,0,15
8,167,4292,17638,54,0,10
11,163,4052,16991,40,0,11
12,292,4935,13843,59,0,19
8,205,4065,10812,52,0,13
10,0,3949,14008,50,0,20
12,184,5346,16678,52,0,9
8,136,4492,9296,45,0,7
12,211,4073,12600,40,0,5
8,249,3963,10481,49,0,6
8,209,5329,15474,47,0,14
11,0,4186,12798,43,0,18
9,286,3707,18170,46,0,19
7,168,3697,18994,59,0,10
11,130,5443,13762,52,0,9
8,369,4764,18347,56,0,17
11,125,3557,13765,54,0,7
10,184,5036,18204,41,0,12
7,262,4031,7952,45,0,16
9,0,4985,19368,48,0,6
7,230,4385,12000,41,0,17
11,299,5490,6290,52,0,17
7,221,4439,10009,60,0,9
11,148,4783,16270,46,0,5
9,295,3766,12138,40,0,15
10,0,4948,6912,47,0,7
10,232,5187,18856,54,0,20
9,230,4891,17928,60,0,9
10,0,4197,6818,42,0,8
12,194,5281,7727,53,0,11
8,270,4065,16476,51,0,9
12,175,3633,16150,42,0,11
12,160,3661,14114,54,0,7
10,169,5070,9285,54,0,20
10,297,3809,7424,45,0,6
8,187,4959,14702,57,0,20
7,126,5118,12586,56,0,13
12,202,3871,11133,55,0,11
12,211,3522,5717,52,0,20
9,367,3744,7349,48,0,20
8,261,4642,12646,59,0,9
10,312,4740,18043,42,0,15
8,227,5201,11917,46,0,11
8,211,5267,15088,59,0,16
11,0,3600,10262,45,0,20
7,356,3522,18519,41,0,19
8,0,4466,13363,49,0,10
9,239,4051,5499,57,0,9
11,0,3500,13589,57,0,10
8,0,5249,7731,53,0,16
12,140,5468,7583,50,0,15
7,169,5440,16590,47,0,14
11,192,4911,8518,46,0,18
12,271,5196,11328,60,0,10
11,317,5409,17001,57,0,12
9,164,4844,18446,54,0,11
10,201,4580,14304,45,0,5
12,171,5143,14676,40,0,18
11,0,4953,8421,42,0,20
10,203,4904,18336,59,0,9
10,249,5414,18849,52,0,11
7,233,5198,17354,55,0,14
10,286,3802,9627,53,0,8
9,129,5322,12372,56,0,15
8,268,4518,16542,47,0,19
11,265,4018,13549,46,0,18
9,199,4341,12770,45,0,10
10,228,4530,8098,42,0,9
12,259,3697,16784,43,0,12
10,353,4303,15527,55,0,16
7,287,4702,6505,60,0,15
11,162,3641,16541,45,0,17
10,281,3899,16360,51,0,7
8,271,3514,15992,40,0,5
12,152,5323,5488,44,0,18
10,141,3695,16489,54,0,6
10,364,3574,12192,50,0,11
11,147,3825,17712,49,0,18
9,126,5195,17622,52,0,8
9,104,3786,17929,44,0,12
8,191,4869,16601,60,0,17
7,214,4388,7510,58,0,5
9,182,4527,12185,59,0,5
7,187,3675,6119,54,0,17
10,417,5317,5655,60,0,16
9,0,4616,9873,48,0,16
12,289,3762,5249,45,0,18
9,209,4978,10404,60,0,10
7,155,4774,9049,45,0,10
9,403,5169,13490,43,0,16
8,178,4483,14017,51,0,19
7,296,5399,17505,59,0,12
7,246,4139,17522,50,0,7
7,190,4513,8731,48,0,12
10,115,4266,19020,52,0,5
10,275,3918,5145,42,0,13
8,0,4888,5544,48,0,6
11,196,4457,14651,46,0,18
12,221,3960,8884,42,0,6
9,106,4227,19687,56,0,20
12,187,4292,6889,46,0,16
8,290,3717,17997,45,0,18
9,370,3604,11210,45,0,10
11,0,4570,13951,49,0,13
12,234,4244,7235,50,0,13
8,124,5125,16948,44,0,19
7,243,4437,9880,58,0,8
10,237,4523,7538,57,0,9
8,276,4562,8061,58,0,5
9,252,3880,10683,43,0,9
11,298,5226,11117,59,0,17
12,235,3517,17784,47,0,5
8,257,4546,17387,47,0,14
7,275,3963,11077,41,0,13
8,358,5206,14350,49,0,11
12,171,4899,14876,40,0,7
11,146,5274,15923,42,0,20
7,154,3890,18258,48,0,17
10,286,3723,5022,57,0,7
11,294,5264,10377,60,0,17
11,297,3946,11515,48,0,19
9,367,4246,7323,46,0,11
7,377,5051,16898,55,0,14
10,272,3905,5661,54,0,16
10,265,4097,11513,54,0,15
8,288,5154,5896,43,0,15
8,341,3702,19946,43,0,20
10,289,5013,5503,56,0,15
11,116,3518,18103,46,0,17
